"X","Y","D_epicenter(km)","Geo_zone","Footprint(m2)","Num_floors","Construction_year","Building_type","AB 0s","AB -1s","AB 0.05s","AB 0.1s","AB 0.5s","AB 1s","AB 1.5s","AB 2s","AB 3s","AB 4s","Damage_state"
7476621.176,4841988.728,4.49,"z2",87,2,1976,"bt5.",0.23089,12.2197,0.321358,0.48179,0.237476,0.0836904,0.0421366,0.0257288,0.0116156,0.00674856,"ds0."
7476488.212,4842009.132,4.49,"z2",62,2,1980,"bt5.",0.23089,12.2197,0.321358,0.48179,0.237476,0.0836904,0.0421366,0.0257288,0.0116156,0.00674856,"ds0."
7477142.8,4841928.70985,4.5,"z2",80,1,1984,"bt5.",0.230706,12.2112,0.32107,0.481362,0.237333,0.0836456,0.0421147,0.0257148,0.0116092,0.00674469,"ds0."
7477144.272,4841926.68,4.5,"z2",30,1,1982,"bt5.",0.230706,12.2112,0.32107,0.481362,0.237333,0.0836456,0.0421147,0.0257148,0.0116092,0.00674469,"ds0."
7478367.824,4842029.324,4.51,"z2",50,1,1976,"bt5.",0.230522,12.2027,0.320783,0.480934,0.237189,0.0836008,0.0420928,0.0257007,0.0116028,0.00674083,"ds0."
7476279.692,4842011.432,4.53,"z2",61,2,1976,"bt5.",0.230153,12.1858,0.320207,0.480078,0.236902,0.0835112,0.0420489,0.0256727,0.0115899,0.00673309,"ds0."
7476460.86,4841974.604,4.53,"z2",80,1,1977,"bt5.",0.230153,12.1858,0.320207,0.480078,0.236902,0.0835112,0.0420489,0.0256727,0.0115899,0.00673309,"ds0."
7475738.76,4842164.508,4.54,"z5",62,1,1980,"bt5.",0.237885,10.6606,0.342134,0.525049,0.214106,0.0696786,0.0345981,0.0206683,0.00926656,0.00538698,"ds0."
7477295.392,4841864.576,4.56,"z2",86,1,1976,"bt5.",0.2296,12.1603,0.319343,0.478792,0.23647,0.0833765,0.041983,0.0256305,0.0115705,0.00672146,"ds0."
7474879.456,4842576.156,4.56,"z5",38,1,1987,"bt5.",0.237466,10.6446,0.341476,0.524028,0.213803,0.0695929,0.0345573,0.0206437,0.00925558,0.00538055,"ds0."
7475700.316,4842157.724,4.56,"z5",76,1,1980,"bt5.",0.237466,10.6446,0.341476,0.524028,0.213803,0.0695929,0.0345573,0.0206437,0.00925558,0.00538055,"ds0."
7477337.768,4841855.384,4.57,"z2",86,2,1980,"bt5.",0.229415,12.1518,0.319055,0.478364,0.236326,0.0833316,0.041961,0.0256164,0.0115641,0.00671758,"ds0."
7475691.124,4842143.6,4.58,"z5",64,1,1980,"bt5.",0.237048,10.6285,0.340819,0.523007,0.213499,0.069507,0.0345165,0.0206191,0.00924459,0.00537411,"ds0."
7476272.292,4841948.876,4.59,"z2",60,1,1980,"bt5.",0.229046,12.1348,0.318479,0.477507,0.236038,0.0832416,0.041917,0.0255882,0.0115512,0.00670982,"ds0."
7475583.948,4842156.888,4.61,"z5",60,1,1982,"bt5.",0.236419,10.6045,0.339833,0.521475,0.213043,0.0693781,0.0344552,0.0205821,0.00922808,0.00536445,"ds0."
7477545.168,4841800.224,4.63,"z2",39,1,1977,"bt5.",0.228307,12.1007,0.317326,0.475792,0.235461,0.0830615,0.0418288,0.0255318,0.0115253,0.00669428,"ds0."
7475699.868,4842030.152,4.68,"z5",55,1,1982,"bt5.",0.234952,10.5483,0.337532,0.517901,0.211977,0.0690767,0.0343117,0.0204957,0.00918948,0.00534185,"ds0."
7474683.716,4842536.556,4.7,"z5",80,2,1980,"bt5.",0.234532,10.5322,0.336874,0.516879,0.211672,0.0689904,0.0342707,0.020471,0.00917843,0.00533539,"ds0."
7477119.16,4841726.18,4.7,"z2",56,1,1979,"bt5.",0.227012,12.041,0.315308,0.472789,0.234448,0.0827453,0.041674,0.0254328,0.0114799,0.00666702,"ds0."
7476713.1,4841758.468,4.7,"z2",65,2,1982,"bt5.",0.227012,12.041,0.315308,0.472789,0.234448,0.0827453,0.041674,0.0254328,0.0114799,0.00666702,"ds0."
7477113.332,4841716.088,4.71,"z2",53,2,1981,"bt5.",0.226827,12.0325,0.31502,0.472359,0.234303,0.0827001,0.0416518,0.0254187,0.0114734,0.00666312,"ds0."
7477000.548,4841716.76,4.72,"z2",76,1,1982,"bt5.",0.226642,12.0239,0.314732,0.47193,0.234158,0.0826548,0.0416297,0.0254045,0.0114669,0.00665922,"ds0."
7476037.984,4841864.488,4.73,"z2",77,1,1981,"bt5.",0.226457,12.0154,0.314443,0.471501,0.234013,0.0826095,0.0416075,0.0253903,0.0114605,0.00665531,"ds0."
7475665.56,4841991.812,4.73,"z5",69,1,1984,"bt5.",0.233903,10.5081,0.335888,0.515347,0.211215,0.0688609,0.034209,0.0204338,0.00916185,0.00532568,"ds0."
7476336.772,4841790.376,4.73,"z2",60,1,1980,"bt5.",0.226457,12.0154,0.314443,0.471501,0.234013,0.0826095,0.0416075,0.0253903,0.0114605,0.00665531,"ds0."
7474644.032,4842516.152,4.74,"z5",80,2,1985,"bt5.",0.233693,10.5001,0.335559,0.514836,0.211062,0.0688177,0.0341885,0.0204215,0.00915631,0.00532244,"ds0."
7475137.788,4842215.348,4.74,"z5",70,1,1977,"bt5.",0.233693,10.5001,0.335559,0.514836,0.211062,0.0688177,0.0341885,0.0204215,0.00915631,0.00532244,"ds0."
7475996.952,4841850.364,4.76,"z2",64,2,1980,"bt5.",0.225902,11.9897,0.313578,0.470213,0.233578,0.0824735,0.0415409,0.0253477,0.0114409,0.0066436,"ds0."
7475002.544,4842265.28,4.76,"z5",65,1,1986,"bt5.",0.233273,10.484,0.334901,0.513815,0.210756,0.0687312,0.0341473,0.0203967,0.00914524,0.00531596,"ds0."
7475079.232,4842176.784,4.8,"z5",62,1,1982,"bt5.",0.232434,10.4518,0.333587,0.511773,0.210145,0.0685581,0.0340649,0.020347,0.00912308,0.005303,"ds0."
7476311.08,4841728.928,4.8,"z2",102,1,1982,"bt5.",0.22516,11.9555,0.312424,0.468496,0.232997,0.0822919,0.041452,0.0252909,0.0114149,0.00662796,"ds0."
7474698.736,4842372.292,4.83,"z5",52,1,1980,"bt5.",0.231804,10.4276,0.332601,0.510241,0.209686,0.0684281,0.0340031,0.0203098,0.00910644,0.00529326,"ds0."
7474447.056,4842508.572,4.86,"z5",58,2,1987,"bt5.",0.231175,10.4035,0.331615,0.50871,0.209227,0.068298,0.0339411,0.0202725,0.00908979,0.00528351,"ds0."
7474222.724,4842670.552,4.87,"z8",93,1,1976,"bt5.",0.224508,11.8476,0.311589,0.467862,0.231556,0.0815341,0.0410437,0.0250063,0.0112803,0.00654708,"ds0."
7474176.984,4842686.916,4.88,"z8",55,1,1980,"bt5.",0.224322,11.8391,0.311299,0.467429,0.231409,0.0814885,0.0410214,0.0249921,0.0112738,0.00654318,"ds0."
7474006.58,4842834.896,4.89,"z6",38,1,1978,"bt5.",0.226441,11.6307,0.315467,0.475964,0.229202,0.0796092,0.0399621,0.0242336,0.0109124,0.0063278,"ds0."
7475988.66,4841651.352,4.95,"z2",78,1,1979,"bt5.",0.222379,11.827,0.3081,0.462058,0.230811,0.0816085,0.0411174,0.0250771,0.011317,0.00656915,"ds0."
7474288.384,4842418.596,5.02,"z5",57,2,1984,"bt5.",0.227818,10.2745,0.326366,0.500556,0.206774,0.0676024,0.03361,0.0200731,0.00900076,0.00523143,"ds0."
7477339.032,4841310.804,5.11,"z2",61,1,1976,"bt5.",0.219412,11.6897,0.303494,0.4552,0.22847,0.0808761,0.0407587,0.0248482,0.0112121,0.00650621,"ds0."
7476530.588,4841363.352,5.12,"z2",60,2,1979,"bt5.",0.219227,11.6811,0.303207,0.454772,0.228324,0.0808302,0.0407362,0.0248338,0.0112055,0.00650228,"ds0."
7473960.728,4842449.384,5.2,"z5",50,1,1986,"bt5.",0.224048,10.1293,0.320481,0.491415,0.204009,0.0668173,0.0332361,0.0198481,0.0089003,0.00517269,"ds0."
7476228.344,4841328.716,5.21,"z2",42,1,1976,"bt5.",0.21756,11.6038,0.300622,0.450923,0.227004,0.0804168,0.0405338,0.0247047,0.0111464,0.00646681,"ds0."
7477215.572,4841207.752,5.21,"z2",40,1,1980,"bt5.",0.21756,11.6038,0.300622,0.450923,0.227004,0.0804168,0.0405338,0.0247047,0.0111464,0.00646681,"ds0."
7473956.692,4842417.096,5.23,"z5",71,1,1980,"bt5.",0.223421,10.1051,0.319503,0.489896,0.203548,0.0666863,0.0331737,0.0198105,0.00888354,0.00516289,"ds0."
7477205.032,4841195.868,5.23,"z2",50,1,1976,"bt5.",0.217189,11.5867,0.300049,0.450069,0.226711,0.0803249,0.0404888,0.024676,0.0111332,0.00645892,"ds0."
7473953.176,4842397.656,5.25,"z5",65,1,1980,"bt5.",0.223003,10.089,0.318851,0.488884,0.203241,0.066599,0.033132,0.0197855,0.00887236,0.00515635,"ds0."
7476155.252,4841295.308,5.26,"z2",70,1,1976,"bt5.",0.216634,11.5609,0.299189,0.448788,0.22627,0.0801869,0.0404212,0.0246329,0.0111135,0.00644709,"ds0."
7477122.524,4841163.804,5.26,"z2",76,2,1982,"bt5.",0.216634,11.5609,0.299189,0.448788,0.22627,0.0801869,0.0404212,0.0246329,0.0111135,0.00644709,"ds0."
7474685.06,4841864.576,5.27,"z2",58,1,1982,"bt5.",0.216449,11.5523,0.298903,0.448361,0.226124,0.0801409,0.0403987,0.0246185,0.0111069,0.00644315,"ds0."
7473644.328,4842639.24,5.28,"z8",42,1,1987,"bt5.",0.216862,11.4963,0.299728,0.450163,0.225531,0.0796563,0.0401253,0.0244217,0.0110129,0.00638684,"ds0."
7475214.91,4841577.20485,5.28,"z2",73,1,1981,"bt5.",0.216264,11.5437,0.298616,0.447935,0.225977,0.0800949,0.0403761,0.0246041,0.0111003,0.0064392,"ds0."
7473396.86,4842879.424,5.29,"z6",80,1,1977,"bt5.",0.218801,11.2901,0.30362,0.458148,0.223238,0.077781,0.0390726,0.0236734,0.0106573,0.00617571,"ds0."
7473479.244,4842776.872,5.3,"z6",90,1,1982,"bt5.",0.218611,11.2815,0.303325,0.457704,0.223088,0.0777351,0.0390502,0.0236593,0.0106509,0.0061719,"ds0."
7473595.932,4842639.46,5.31,"z8",70,2,1978,"bt5.",0.216304,11.4706,0.298864,0.448873,0.225089,0.0795182,0.0400578,0.0243788,0.0109933,0.00637509,"ds0."
7476292.765,4841202.06015,5.32,"z2",45,1,1979,"bt5.",0.215524,11.5094,0.297472,0.44623,0.225389,0.0799107,0.040286,0.0245466,0.011074,0.00642342,"ds0."
7473842.116,4842379.652,5.33,"z5",75,2,1980,"bt5.",0.221333,10.0246,0.31625,0.484843,0.202011,0.0662494,0.0329655,0.0196853,0.00882764,0.00513021,"ds0."
7475246.276,4841485.716,5.35,"z2",45,1,1982,"bt5.",0.21497,11.4837,0.296614,0.444952,0.224949,0.0797726,0.0402183,0.0245035,0.0110543,0.00641159,"ds0."
7475619.148,4841314.812,5.38,"z2",83,1,1979,"bt5.",0.214416,11.4579,0.295758,0.443676,0.224508,0.0796344,0.0401506,0.0244604,0.0110345,0.00639975,"ds0."
7473295.712,4842831.596,5.4,"z6",70,1,1982,"bt5.",0.216707,11.1964,0.300382,0.453277,0.221593,0.0772759,0.0388268,0.0235188,0.0105869,0.00613379,"ds0."
7473646.824,4842441.756,5.42,"z5",69,1,1985,"bt5.",0.21946,9.95217,0.313332,0.480312,0.200629,0.0658559,0.032778,0.0195725,0.00877733,0.0051008,"ds0."
7473518.62,4842545.26,5.43,"z5",46,1,1983,"bt5.",0.219252,9.94413,0.313009,0.479809,0.200476,0.0658122,0.0327572,0.01956,0.00877173,0.00509753,"ds0."
7476289.556,4841093.404,5.43,"z2",48,1,1979,"bt5.",0.213493,11.4151,0.294332,0.441551,0.223773,0.0794039,0.0400377,0.0243884,0.0110016,0.00638002,"ds0."
7474316.224,4841900.672,5.43,"z2",90,1,1977,"bt5.",0.213493,11.4151,0.294332,0.441551,0.223773,0.0794039,0.0400377,0.0243884,0.0110016,0.00638002,"ds0."
7475331.7,4841361.052,5.44,"z2",70,2,1979,"bt5.",0.213309,11.4065,0.294047,0.441126,0.223626,0.0793578,0.0400151,0.0243741,0.010995,0.00637608,"ds0."
7473334.62,4842696.888,5.46,"z8",122,2,1982,"bt5.",0.213517,11.3421,0.294558,0.442443,0.222877,0.0788274,0.0397199,0.024164,0.0108951,0.00631632,"ds0."
7474411.068,4841800.228,5.46,"z2",64,1,1984,"bt5.",0.21294,11.3894,0.293477,0.440278,0.223332,0.0792656,0.03997,0.0243453,0.0109818,0.00636819,"ds0."
7476274.308,4841050.58,5.47,"z2",44,1,1976,"bt5.",0.212755,11.3808,0.293193,0.439853,0.223186,0.0792195,0.0399474,0.0243309,0.0109753,0.00636424,"ds0."
7474392.684,4841805.384,5.47,"z2",90,1,1984,"bt5.",0.212755,11.3808,0.293193,0.439853,0.223186,0.0792195,0.0399474,0.0243309,0.0109753,0.00636424,"ds0."
7474325.64,4841823.32,5.49,"z2",58,1,1984,"bt5.",0.212387,11.3637,0.292624,0.439006,0.222892,0.0791273,0.0399022,0.0243021,0.0109621,0.00635636,"ds0."
7473285.515,4842691.38505,5.5,"z8",72,1,1984,"bt5.",0.212776,11.3079,0.293413,0.440734,0.222287,0.078643,0.0396297,0.0241067,0.0108689,0.00630065,"ds0."
7475567.132,4841188.976,5.52,"z2",84,1,1978,"bt5.",0.211835,11.338,0.291771,0.437735,0.222451,0.0789889,0.0398344,0.024259,0.0109423,0.00634452,"ds0."
7473415.992,4842493.76,5.54,"z5",72,1,1982,"bt5.",0.216969,9.85582,0.309459,0.474296,0.198788,0.0653314,0.032528,0.0194223,0.00871025,0.0050616,"ds0."
7475027.664,4841360.104,5.56,"z2",55,1,1976,"bt5.",0.211099,11.3038,0.290636,0.436044,0.221863,0.0788044,0.0397441,0.0242014,0.010916,0.00632875,"ds0."
7475443.136,4841171.652,5.58,"z2",55,1,1987,"bt5.",0.210731,11.2867,0.29007,0.435199,0.221569,0.0787122,0.0396989,0.0241726,0.0109028,0.00632087,"ds0."
7474116.448,4841826.456,5.6,"z2",54,1,1977,"bt5.",0.210364,11.2696,0.289503,0.434354,0.221276,0.0786199,0.0396537,0.0241439,0.0108897,0.00631298,"ds0."
7475382.376,4841162.012,5.61,"z2",40,1,1978,"bt5.",0.210181,11.261,0.28922,0.433933,0.221129,0.0785738,0.0396311,0.0241295,0.0108831,0.00630904,"ds0."
7475736.416,4841022.668,5.63,"z2",99,1,1980,"bt5.",0.209814,11.244,0.288655,0.433089,0.220835,0.0784815,0.0395859,0.0241007,0.0108699,0.00630116,"ds0."
7475510.404,4841095.364,5.63,"z2",56,2,1980,"bt5.",0.209814,11.244,0.288655,0.433089,0.220835,0.0784815,0.0395859,0.0241007,0.0108699,0.00630116,"ds0."
7475325.944,4841119.268,5.67,"z2",40,1,1977,"bt5.",0.20908,11.2098,0.287525,0.431405,0.220248,0.078297,0.0394955,0.0240432,0.0108436,0.00628541,"ds0."
7475122.732,4841178.38,5.69,"z2",46,1,1980,"bt5.",0.208714,11.1927,0.286961,0.430564,0.219954,0.0782047,0.0394503,0.0240144,0.0108305,0.00627753,"ds0."
7475810.632,4840882.312,5.74,"z2",40,1,1978,"bt5.",0.2078,11.1501,0.285553,0.428465,0.21922,0.0779741,0.0393373,0.0239425,0.0107976,0.00625785,"ds0."
7474823.976,4841234.816,5.76,"z2",55,1,1981,"bt5.",0.207434,11.1331,0.284991,0.427627,0.218927,0.0778819,0.0392921,0.0239138,0.0107844,0.00624998,"ds0."
7474930.804,4841178.492,5.76,"z2",76,1,1980,"bt5.",0.207434,11.1331,0.284991,0.427627,0.218927,0.0778819,0.0392921,0.0239138,0.0107844,0.00624998,"ds0."
7475265.78,4840996.432,5.8,"z2",40,1,1984,"bt5.",0.206704,11.0991,0.283868,0.425953,0.21834,0.0776975,0.0392018,0.0238563,0.0107582,0.00623426,"ds0."
7475452.552,4840857.424,5.87,"z2",35,1,1982,"bt5.",0.20543,11.0396,0.281909,0.423031,0.217315,0.0773749,0.0390437,0.0237558,0.0107122,0.00620676,"ds0."
7475400.088,4840858.548,5.89,"z2",67,1,1982,"bt5.",0.205066,11.0226,0.281351,0.422198,0.217022,0.0772827,0.0389986,0.0237271,0.0106991,0.00619891,"ds0."
7475027.104,4840989.204,5.9,"z2",50,1,1979,"bt5.",0.204885,11.0141,0.281072,0.421782,0.216875,0.0772367,0.038976,0.0237128,0.0106925,0.00619499,"ds0."
7475708.8,4840712.66495,5.93,"z2",103,1,1980,"bt5.",0.20434,10.9887,0.280236,0.420535,0.216436,0.0770985,0.0389083,0.0236698,0.0106728,0.00618322,"ds0."
7475708.8,4840712.66495,5.93,"z2",74,2,1978,"bt5.",0.20434,10.9887,0.280236,0.420535,0.216436,0.0770985,0.0389083,0.0236698,0.0106728,0.00618322,"ds0."
7475085.512,4840919.42,5.94,"z2",45,1,1985,"bt5.",0.204159,10.9803,0.279957,0.42012,0.21629,0.0770525,0.0388857,0.0236554,0.0106663,0.0061793,"ds0."
7475135.96,4840895.428,5.94,"z2",70,1,1976,"bt5.",0.204159,10.9803,0.279957,0.42012,0.21629,0.0770525,0.0388857,0.0236554,0.0106663,0.0061793,"ds0."
7475203,4840875.36,5.94,"z2",60,1,1978,"bt5.",0.204159,10.9803,0.279957,0.42012,0.21629,0.0770525,0.0388857,0.0236554,0.0106663,0.0061793,"ds0."
7475069.368,4840920.316,5.94,"z2",96,1,1979,"bt5.",0.204159,10.9803,0.279957,0.42012,0.21629,0.0770525,0.0388857,0.0236554,0.0106663,0.0061793,"ds0."
7475001.768,4840923.956,5.97,"z2",42,1,1982,"bt5.",0.203616,10.9549,0.279123,0.418876,0.215851,0.0769144,0.0388181,0.0236124,0.0106466,0.00616755,"ds0."
7475057.036,4840892.74,5.98,"z2",65,2,1987,"bt5.",0.203435,10.9464,0.278846,0.418462,0.215705,0.0768684,0.0387955,0.0235981,0.0106401,0.00616363,"ds0."
7474969.032,4840913.2,5.99,"z2",80,1,1979,"bt5.",0.203254,10.938,0.278568,0.418047,0.215559,0.0768224,0.038773,0.0235838,0.0106335,0.00615972,"ds0."
7474948.404,4840895.484,6.01,"z2",54,1,1981,"bt5.",0.202892,10.9211,0.278013,0.41722,0.215267,0.0767304,0.0387279,0.0235552,0.0106204,0.00615189,"ds0."
7475226.544,4840773.908,6.02,"z2",86,1,1978,"bt5.",0.202711,10.9126,0.277736,0.416807,0.215121,0.0766844,0.0387054,0.0235408,0.0106139,0.00614798,"ds0."
7475242.464,4840736.24,6.05,"z2",54,2,1980,"bt5.",0.20217,10.8873,0.276906,0.415568,0.214683,0.0765465,0.0386378,0.0234979,0.0105943,0.00613624,"ds0."
7475262.868,4840607.54,6.17,"z2",63,1,1985,"bt5.",0.200012,10.7863,0.273601,0.410636,0.212934,0.0759954,0.0383677,0.0233265,0.0105159,0.00608941,"ds0."
7475314.436,4840584.448,6.17,"z2",48,1,1976,"bt5.",0.200012,10.7863,0.273601,0.410636,0.212934,0.0759954,0.0383677,0.0233265,0.0105159,0.00608941,"ds0."
7475774.855,4840372.41,6.24,"z2",60,1,1982,"bt5.",0.19876,10.7277,0.271684,0.407776,0.211917,0.0756746,0.0382105,0.0232267,0.0104703,0.00606218,"ds0."
7475774.855,4840372.41,6.24,"z2",45,1,1980,"bt5.",0.19876,10.7277,0.271684,0.407776,0.211917,0.0756746,0.0382105,0.0232267,0.0104703,0.00606218,"ds0."
7475774.855,4840372.41,6.24,"z2",50,1,1984,"bt5.",0.19876,10.7277,0.271684,0.407776,0.211917,0.0756746,0.0382105,0.0232267,0.0104703,0.00606218,"ds0."
7475500.092,4840298.472,6.39,"z2",92,1,1980,"bt5.",0.196092,10.6026,0.267608,0.401691,0.209743,0.0749888,0.0378744,0.0230135,0.010373,0.00600402,"ds0."
7475513.316,4840282.328,6.4,"z2",79,1,1980,"bt5.",0.195915,10.5943,0.267338,0.401288,0.209599,0.0749432,0.037852,0.0229993,0.0103665,0.00600015,"ds0."
7474919.368,4840454.184,6.43,"z2",44,1,1985,"bt5.",0.195384,10.5694,0.266528,0.400079,0.209165,0.0748064,0.037785,0.0229568,0.0103471,0.00598856,"ds0."
7475700.088,4840169.66,6.46,"z2",63,1,1981,"bt5.",0.194855,10.5445,0.26572,0.398873,0.208733,0.0746697,0.037718,0.0229144,0.0103277,0.00597699,"ds0."
7475813.992,4840141.636,6.46,"z2",67,1,1983,"bt5.",0.194855,10.5445,0.26572,0.398873,0.208733,0.0746697,0.037718,0.0229144,0.0103277,0.00597699,"ds0."
7475474.528,4840197.128,6.49,"z2",90,1,1983,"bt5.",0.194326,10.5197,0.264914,0.39767,0.2083,0.0745331,0.037651,0.0228719,0.0103083,0.00596542,"ds0."
7476115.21,4840033.0199,6.5,"z6",58,2,1980,"bt5.",0.196222,10.2747,0.26894,0.405927,0.205259,0.0722401,0.0363748,0.0219808,0.00988783,0.0057182,"ds0."
7475243.808,4840250.94,6.51,"z2",88,1,1984,"bt5.",0.193974,10.5031,0.264378,0.396869,0.208012,0.0744422,0.0376064,0.0228437,0.0102954,0.00595772,"ds0."
7475779.016,4840066.076,6.54,"z2",79,1,1977,"bt5.",0.193448,10.4784,0.263575,0.39567,0.207581,0.0743058,0.0375396,0.0228013,0.0102761,0.00594618,"ds0."
7475792.71,4840059.91985,6.54,"z2",54,2,1978,"bt5.",0.193448,10.4784,0.263575,0.39567,0.207581,0.0743058,0.0375396,0.0228013,0.0102761,0.00594618,"ds0."
7475457.04,4840108.788,6.58,"z2",83,2,1980,"bt5.",0.192747,10.4454,0.262507,0.394075,0.207006,0.0741242,0.0374505,0.0227449,0.0102503,0.00593082,"ds0."
7475184.84,4840192.42,6.59,"z2",64,2,1982,"bt5.",0.192572,10.4372,0.262241,0.393677,0.206862,0.0740788,0.0374283,0.0227309,0.0102439,0.00592698,"ds0."
7475195.07,4840128.44495,6.64,"z2",72,2,1977,"bt5.",0.191699,10.3961,0.260912,0.391692,0.206146,0.0738521,0.0373172,0.0226605,0.0102118,0.00590783,"ds0."
7475148.964,4840091.3,6.69,"z9",46,1,1987,"bt5.",0.192731,8.70694,0.274226,0.419971,0.176143,0.0580722,0.0289945,0.0172958,0.0077635,0.00452,"ds0."
7474819.476,4840097.636,6.8,"z2",70,1,1980,"bt5.",0.188924,10.2655,0.256695,0.385392,0.203862,0.0731295,0.0369629,0.0224363,0.0101094,0.00584681,"ds0."
7474818.804,4840053.464,6.84,"z2",73,1,1984,"bt5.",0.188235,10.233,0.255649,0.38383,0.203293,0.0729495,0.0368747,0.0223805,0.010084,0.00583162,"ds0."
7475174.91,4839923.51015,6.84,"z6",54,1,1978,"bt5.",0.190137,9.9987,0.259684,0.391971,0.200318,0.070709,0.0356287,0.0215145,0.00967619,0.00559271,"ds0."
7476160.2,4839627.24005,6.89,"z6",50,1,1987,"bt5.",0.189255,9.95858,0.258345,0.389951,0.199597,0.0704854,0.0355198,0.0214465,0.00964533,0.00557442,"ds0."
7476160.2,4839627.24005,6.89,"z6",61,2,1985,"bt5.",0.189255,9.95858,0.258345,0.389951,0.199597,0.0704854,0.0355198,0.0214465,0.00964533,0.00557442,"ds0."
7476160.2,4839627.24005,6.89,"z6",75,2,1985,"bt5.",0.189255,9.95858,0.258345,0.389951,0.199597,0.0704854,0.0355198,0.0214465,0.00964533,0.00557442,"ds0."
7476160.2,4839627.24005,6.89,"z6",75,2,1980,"bt5.",0.189255,9.95858,0.258345,0.389951,0.199597,0.0704854,0.0355198,0.0214465,0.00964533,0.00557442,"ds0."
7476160.2,4839627.24005,6.89,"z6",100,1,1980,"bt5.",0.189255,9.95858,0.258345,0.389951,0.199597,0.0704854,0.0355198,0.0214465,0.00964533,0.00557442,"ds0."
7475207.4,4839854.592,6.9,"z6",70,1,1977,"bt5.",0.189078,9.95057,0.258078,0.389548,0.199453,0.0704408,0.035498,0.0214329,0.00963916,0.00557077,"ds0."
7475595.485,4839745.36995,6.9,"z2",50,1,1979,"bt5.",0.187206,10.1844,0.254087,0.381496,0.202442,0.07268,0.0367425,0.0222969,0.0100458,0.0058089,"ds0."
7474663.872,4840049.316,6.9,"z2",103,2,1978,"bt5.",0.187206,10.1844,0.254087,0.381496,0.202442,0.07268,0.0367425,0.0222969,0.0100458,0.0058089,"ds0."
7475290.896,4839796.86,6.93,"z6",118,2,1986,"bt5.",0.188551,9.92658,0.257277,0.388342,0.199022,0.0703069,0.0354328,0.0213922,0.00962069,0.00555983,"ds0."
7475664.216,4839674.384,6.95,"z2",39,1,1982,"bt5.",0.186352,10.1441,0.252792,0.37956,0.201735,0.072456,0.0366327,0.0222275,0.0100141,0.00579002,"ds0."
7475811.11,4839626.455,6.96,"z2",49,1,1978,"bt5.",0.186181,10.1361,0.252533,0.379173,0.201594,0.0724112,0.0366107,0.0222136,0.0100078,0.00578625,"ds0."
7475201.208,4839768.832,6.98,"z6",80,2,1985,"bt5.",0.187674,9.88669,0.255948,0.386337,0.198305,0.0700842,0.0353243,0.0213244,0.00958996,0.00554163,"ds0."
7475604.796,4839648.376,6.99,"z2",70,1,1978,"bt5.",0.18567,10.1119,0.251759,0.378017,0.20117,0.0722771,0.0365449,0.022172,0.00998885,0.00577495,"ds0."
7474976.764,4839817.036,7.01,"z6",70,1,1980,"bt5.",0.18715,9.86281,0.255154,0.385138,0.197876,0.0699508,0.0352592,0.0212838,0.00957156,0.00553073,"ds0."
7474985.06,4839788.112,7.03,"z6",42,1,1976,"bt5.",0.186801,9.84692,0.254625,0.384341,0.19759,0.069862,0.0352159,0.0212568,0.0095593,0.00552347,"ds0."
7475716.904,4839529.544,7.08,"z2",66,2,1980,"bt5.",0.184145,10.0398,0.24945,0.374564,0.199904,0.0718756,0.036348,0.0220476,0.00993212,0.00574117,"ds0."
7475709.504,4839501.292,7.11,"z2",67,2,1983,"bt5.",0.183639,10.0159,0.248684,0.373419,0.199483,0.0717421,0.0362826,0.0220063,0.00991326,0.00572994,"ds0."
7475028.805,4839674.84985,7.13,"z6",71,1,1983,"bt5.",0.185064,9.7678,0.251997,0.380376,0.196164,0.069419,0.035,0.0211222,0.00949822,0.00548731,"ds0."
7475314.888,4839566.092,7.14,"z6",58,1,1982,"bt5.",0.184891,9.75991,0.251735,0.379981,0.196022,0.0693748,0.0349785,0.0211087,0.00949213,0.00548371,"ds0."
7475662.42,4839467.664,7.15,"z2",54,2,1985,"bt5.",0.182965,9.98408,0.247666,0.371898,0.198923,0.0715644,0.0361954,0.0219512,0.00988817,0.005715,"ds0."
7475731.896,4839417.56,7.18,"z2",96,1,1981,"bt5.",0.182462,9.96025,0.246905,0.37076,0.198504,0.0714313,0.0361302,0.02191,0.00986938,0.00570382,"ds0."
7475208.64,4839489.2851,7.25,"z6",60,1,1980,"bt5.",0.182998,9.67355,0.248875,0.375664,0.194464,0.0688902,0.0347422,0.0209614,0.00942535,0.00544418,"ds0."
7475208.64,4839489.2851,7.25,"z6",104,1,1977,"bt5.",0.182998,9.67355,0.248875,0.375664,0.194464,0.0688902,0.0347422,0.0209614,0.00942535,0.00544418,"ds0."
7475208.64,4839489.2851,7.25,"z6",40,1,1979,"bt5.",0.182998,9.67355,0.248875,0.375664,0.194464,0.0688902,0.0347422,0.0209614,0.00942535,0.00544418,"ds0."
7475208.64,4839489.2851,7.25,"z6",76,1,1978,"bt5.",0.182998,9.67355,0.248875,0.375664,0.194464,0.0688902,0.0347422,0.0209614,0.00942535,0.00544418,"ds0."
7475208.64,4839489.2851,7.25,"z6",50,1,1980,"bt5.",0.182998,9.67355,0.248875,0.375664,0.194464,0.0688902,0.0347422,0.0209614,0.00942535,0.00544418,"ds0."
7475208.64,4839489.2851,7.25,"z6",80,2,1978,"bt5.",0.182998,9.67355,0.248875,0.375664,0.194464,0.0688902,0.0347422,0.0209614,0.00942535,0.00544418,"ds0."
