"X","Y","D_epicenter(km)","Geo_zone","Footprint(m2)","Num_floors","Construction_year","Building_type","AB 0s","AB -1s","AB 0.05s","AB 0.1s","AB 0.5s","AB 1s","AB 1.5s","AB 2s","AB 3s","AB 4s","Damage_state"
7473916.108,4842411.044,5.26,"z5",58,1,1960,"bt3.",0.222794,10.0809,0.318526,0.488378,0.203087,0.0665553,0.0331112,0.019773,0.00886677,0.00515308,"ds0."
7477077.008,4841171.428,5.26,"z2",81,1,1962,"bt3.",0.216634,11.5609,0.299189,0.448788,0.22627,0.0801869,0.0404212,0.0246329,0.0111135,0.00644709,"ds0."
7473801.308,4842486.6,5.28,"z5",118,1,1958,"bt3.",0.222376,10.0648,0.317875,0.487368,0.20278,0.0664679,0.0330696,0.0197479,0.0088556,0.00514655,"ds0."
7475435.064,4841478.596,5.29,"z2",62,1,1960,"bt3.",0.216079,11.5352,0.29833,0.447508,0.22583,0.0800488,0.0403536,0.0245898,0.0110937,0.00643526,"ds0."
7473801.084,4842467.992,5.3,"z5",56,1,1959,"bt3.",0.221959,10.0487,0.317224,0.486357,0.202472,0.0663805,0.033028,0.0197229,0.00884442,0.00514001,"ds0."
7475631.288,4841391.508,5.31,"z2",45,1,1960,"bt3.",0.215709,11.518,0.297758,0.446656,0.225536,0.0799568,0.0403085,0.024561,0.0110806,0.00642737,"ds0."
7473754,4842463.06,5.33,"z5",124,1,1963,"bt3.",0.221333,10.0246,0.31625,0.484843,0.202011,0.0662494,0.0329655,0.0196853,0.00882764,0.00513021,"ds0."
7474766.676,4841738.792,5.34,"z2",60,1,1960,"bt3.",0.215155,11.4923,0.2969,0.445378,0.225096,0.0798186,0.0402408,0.0245179,0.0110608,0.00641553,"ds0."
7473361.652,4842811.308,5.36,"z6",140,1,1960,"bt3.",0.217468,11.2305,0.301558,0.455046,0.222191,0.0774597,0.0389162,0.023575,0.0106125,0.00614903,"ds0."
7473687.184,4842473.148,5.37,"z5",154,1,1957,"bt3.",0.2205,9.99238,0.314952,0.482827,0.201397,0.0660745,0.0328822,0.0196352,0.00880528,0.00511714,"ds0."
7473293.124,4842874.076,5.37,"z6",74,1,1960,"bt3.",0.217278,11.222,0.301264,0.454603,0.222042,0.0774137,0.0388938,0.0235609,0.0106061,0.00614522,"ds0."
7475562.648,4841219.692,5.49,"z2",54,1,1961,"bt3.",0.212387,11.3637,0.292624,0.439006,0.222892,0.0791273,0.0399022,0.0243021,0.0109621,0.00635636,"ds0."
7473255.6,4842703.56,5.51,"z8",78,1,1960,"bt3.",0.212591,11.2994,0.293127,0.440307,0.222139,0.0785969,0.0396072,0.0240924,0.0108623,0.00629673,"ds0."
7475681.928,4841164.592,5.51,"z2",37,1,1962,"bt3.",0.212019,11.3466,0.292055,0.438159,0.222598,0.0790351,0.039857,0.0242733,0.0109489,0.00634847,"ds0."
7474990.892,4841422.656,5.52,"z2",40,1,1963,"bt3.",0.211835,11.338,0.291771,0.437735,0.222451,0.0789889,0.0398344,0.024259,0.0109423,0.00634452,"ds0."
7475498.744,4841140.488,5.59,"z2",85,1,1959,"bt3.",0.210548,11.2781,0.289786,0.434776,0.221422,0.078666,0.0396763,0.0241582,0.0108963,0.00631692,"ds0."
7475216.625,4841214.49985,5.62,"z2",85,1,1961,"bt3.",0.209997,11.2525,0.288937,0.433511,0.220982,0.0785277,0.0396085,0.0241151,0.0108765,0.0063051,"ds0."
7475265.784,4841193.852,5.62,"z2",136,1,1962,"bt3.",0.209997,11.2525,0.288937,0.433511,0.220982,0.0785277,0.0396085,0.0241151,0.0108765,0.0063051,"ds0."
7475165.112,4841207.08,5.64,"z2",61,1,1961,"bt3.",0.20963,11.2354,0.288372,0.432668,0.220688,0.0784354,0.0395633,0.0240863,0.0108634,0.00629722,"ds0."
7475376.772,4841122.104,5.65,"z2",57,1,1957,"bt3.",0.209447,11.2269,0.28809,0.432247,0.220541,0.0783893,0.0395407,0.0240719,0.0108568,0.00629328,"ds0."
7475204.124,4841178.716,5.65,"z2",67,1,1960,"bt3.",0.209447,11.2269,0.28809,0.432247,0.220541,0.0783893,0.0395407,0.0240719,0.0108568,0.00629328,"ds0."
7475206.816,4841162.572,5.67,"z2",53,1,1962,"bt3.",0.20908,11.2098,0.287525,0.431405,0.220248,0.078297,0.0394955,0.0240432,0.0108436,0.00628541,"ds0."
7475185.964,4841166.16,5.67,"z2",70,1,1961,"bt3.",0.20908,11.2098,0.287525,0.431405,0.220248,0.078297,0.0394955,0.0240432,0.0108436,0.00628541,"ds0."
7475087.98,4841211.788,5.67,"z2",91,1,1963,"bt3.",0.20908,11.2098,0.287525,0.431405,0.220248,0.078297,0.0394955,0.0240432,0.0108436,0.00628541,"ds0."
7475172.732,4841164.816,5.68,"z2",39,1,1963,"bt3.",0.208897,11.2013,0.287243,0.430985,0.220101,0.0782509,0.0394729,0.0240288,0.010837,0.00628147,"ds0."
7475412.87,4841073.46,5.68,"z2",50,1,1958,"bt3.",0.208897,11.2013,0.287243,0.430985,0.220101,0.0782509,0.0394729,0.0240288,0.010837,0.00628147,"ds0."
7475179.46,4841135.444,5.7,"z2",61,1,1960,"bt3.",0.208531,11.1842,0.286679,0.430144,0.219807,0.0781586,0.0394277,0.024,0.0108239,0.00627359,"ds0."
7475538.88,4841004.448,5.7,"z2",92,1,1959,"bt3.",0.208531,11.1842,0.286679,0.430144,0.219807,0.0781586,0.0394277,0.024,0.0108239,0.00627359,"ds0."
7475289.1,4841089.256,5.71,"z2",94,1,1960,"bt3.",0.208348,11.1757,0.286397,0.429724,0.21966,0.0781125,0.0394051,0.0239857,0.0108173,0.00626966,"ds0."
7475089.996,4841145.644,5.73,"z2",58,1,1962,"bt3.",0.207982,11.1586,0.285834,0.428885,0.219367,0.0780203,0.0393599,0.0239569,0.0108042,0.00626179,"ds0."
7475150.145,4841122.06485,5.73,"z2",96,1,1960,"bt3.",0.207982,11.1586,0.285834,0.428885,0.219367,0.0780203,0.0393599,0.0239569,0.0108042,0.00626179,"ds0."
7475112.192,4841098.672,5.76,"z2",78,1,1962,"bt3.",0.207434,11.1331,0.284991,0.427627,0.218927,0.0778819,0.0392921,0.0239138,0.0107844,0.00624998,"ds0."
7475137.528,4841080.288,5.77,"z2",43,1,1957,"bt3.",0.207252,11.1246,0.28471,0.427208,0.21878,0.0778358,0.0392695,0.0238994,0.0107779,0.00624605,"ds0."
7475106.364,4841089.032,5.77,"z2",82,1,1962,"bt3.",0.207252,11.1246,0.28471,0.427208,0.21878,0.0778358,0.0392695,0.0238994,0.0107779,0.00624605,"ds0."
7475163.092,4841049.124,5.79,"z2",81,1,1961,"bt3.",0.206887,11.1076,0.284149,0.426371,0.218487,0.0777436,0.0392244,0.0238707,0.0107647,0.00623819,"ds0."
7475118.024,4841066.836,5.79,"z2",54,1,1959,"bt3.",0.206887,11.1076,0.284149,0.426371,0.218487,0.0777436,0.0392244,0.0238707,0.0107647,0.00623819,"ds0."
7475370.716,4840945.54,5.81,"z2",87,1,1962,"bt3.",0.206522,11.0906,0.283588,0.425535,0.218194,0.0776514,0.0391792,0.023842,0.0107516,0.00623033,"ds0."
7475064.884,4841064.816,5.81,"z2",74,1,1958,"bt3.",0.206522,11.0906,0.283588,0.425535,0.218194,0.0776514,0.0391792,0.023842,0.0107516,0.00623033,"ds0."
7475151.88,4841032.98,5.81,"z2",50,1,1961,"bt3.",0.206522,11.0906,0.283588,0.425535,0.218194,0.0776514,0.0391792,0.023842,0.0107516,0.00623033,"ds0."
7475209.952,4840997.552,5.82,"z2",72,1,1962,"bt3.",0.20634,11.0821,0.283308,0.425117,0.218047,0.0776053,0.0391566,0.0238276,0.010745,0.0062264,"ds0."
7475176.544,4841009.436,5.82,"z2",53,1,1956,"bt3.",0.20634,11.0821,0.283308,0.425117,0.218047,0.0776053,0.0391566,0.0238276,0.010745,0.0062264,"ds0."
7475368.252,4840935.004,5.82,"z2",65,1,1960,"bt3.",0.20634,11.0821,0.283308,0.425117,0.218047,0.0776053,0.0391566,0.0238276,0.010745,0.0062264,"ds0."
7475089.548,4841041.276,5.83,"z2",64,1,1957,"bt3.",0.206158,11.0736,0.283028,0.424699,0.217901,0.0775592,0.039134,0.0238133,0.0107385,0.00622247,"ds0."
7475146.276,4841014.144,5.83,"z2",32,1,1957,"bt3.",0.206158,11.0736,0.283028,0.424699,0.217901,0.0775592,0.039134,0.0238133,0.0107385,0.00622247,"ds0."
7475181.7,4841001.588,5.83,"z2",84,1,1962,"bt3.",0.206158,11.0736,0.283028,0.424699,0.217901,0.0775592,0.039134,0.0238133,0.0107385,0.00622247,"ds0."
7475048.264,4841047.916,5.84,"z2",49,1,1961,"bt3.",0.205976,11.0651,0.282748,0.424282,0.217754,0.0775131,0.0391114,0.0237989,0.0107319,0.00621854,"ds0."
7475056.812,4841042.844,5.84,"z2",106,1,1958,"bt3.",0.205976,11.0651,0.282748,0.424282,0.217754,0.0775131,0.0391114,0.0237989,0.0107319,0.00621854,"ds0."
7475215.336,4840969.976,5.84,"z2",65,1,1960,"bt3.",0.205976,11.0651,0.282748,0.424282,0.217754,0.0775131,0.0391114,0.0237989,0.0107319,0.00621854,"ds0."
7475118.024,4841001.816,5.85,"z2",49,1,1962,"bt3.",0.205794,11.0566,0.282468,0.423865,0.217608,0.077467,0.0390889,0.0237845,0.0107253,0.00621461,"ds0."
7475146.5,4840981.412,5.86,"z2",45,1,1958,"bt3.",0.205612,11.0481,0.282189,0.423448,0.217461,0.077421,0.0390663,0.0237702,0.0107188,0.00621069,"ds0."
7475357.04,4840900.472,5.86,"z2",65,1,1960,"bt3.",0.205612,11.0481,0.282189,0.423448,0.217461,0.077421,0.0390663,0.0237702,0.0107188,0.00621069,"ds0."
7475161.968,4840978.948,5.86,"z2",100,1,1960,"bt3.",0.205612,11.0481,0.282189,0.423448,0.217461,0.077421,0.0390663,0.0237702,0.0107188,0.00621069,"ds0."
7475281.252,4840912.468,5.88,"z2",85,1,1960,"bt3.",0.205248,11.0311,0.28163,0.422615,0.217168,0.0773288,0.0390211,0.0237415,0.0107056,0.00620284,"ds0."
7475384.616,4840830.744,5.92,"z2",60,1,1961,"bt3.",0.204522,10.9972,0.280514,0.420951,0.216583,0.0771446,0.0389309,0.0236841,0.0106794,0.00618714,"ds0."
7475531.028,4840697.788,6,"z2",70,1,1958,"bt3.",0.203073,10.9295,0.278291,0.417634,0.215413,0.0767764,0.0387504,0.0235695,0.010627,0.0061558,"ds0."
7475552.875,4840469.3551,6.21,"z2",117,1,1960,"bt3.",0.199296,10.7528,0.272504,0.409,0.212353,0.075812,0.0382779,0.0232694,0.0104899,0.00607384,"ds0."
7475500.088,4840475.82,6.22,"z2",70,1,1960,"bt3.",0.199117,10.7444,0.272231,0.408592,0.212207,0.0757662,0.0382554,0.0232552,0.0104834,0.00606995,"ds0."
7475774.855,4840372.41,6.24,"z2",43,1,1962,"bt3.",0.19876,10.7277,0.271684,0.407776,0.211917,0.0756746,0.0382105,0.0232267,0.0104703,0.00606218,"ds0."
7475774.855,4840372.41,6.24,"z2",31,1,1961,"bt3.",0.19876,10.7277,0.271684,0.407776,0.211917,0.0756746,0.0382105,0.0232267,0.0104703,0.00606218,"ds0."
7475774.855,4840372.41,6.24,"z2",63,1,1963,"bt3.",0.19876,10.7277,0.271684,0.407776,0.211917,0.0756746,0.0382105,0.0232267,0.0104703,0.00606218,"ds0."
7475774.855,4840372.41,6.24,"z2",72,1,1960,"bt3.",0.19876,10.7277,0.271684,0.407776,0.211917,0.0756746,0.0382105,0.0232267,0.0104703,0.00606218,"ds0."
7475383.944,4840398.244,6.33,"z2",132,1,1960,"bt3.",0.197156,10.6525,0.269233,0.404117,0.210611,0.0752628,0.0380087,0.0230987,0.0104119,0.00602724,"ds0."
7475456.28,4840363.492,6.34,"z2",68,1,1960,"bt3.",0.196979,10.6442,0.268962,0.403712,0.210467,0.0752171,0.0379863,0.0230845,0.0104054,0.00602337,"ds0."
7475336.408,4840373.02,6.37,"z2",59,1,1962,"bt3.",0.196446,10.6192,0.268149,0.402499,0.210032,0.0750801,0.0379191,0.0230419,0.0103859,0.00601175,"ds0."
7475541.71,4840227.405,6.44,"z2",64,1,1962,"bt3.",0.195208,10.5611,0.266259,0.399677,0.209021,0.0747608,0.0377626,0.0229427,0.0103406,0.0059847,"ds0."
7475396.495,4840280.03485,6.44,"z2",60,1,1961,"bt3.",0.195208,10.5611,0.266259,0.399677,0.209021,0.0747608,0.0377626,0.0229427,0.0103406,0.0059847,"ds0."
7475391.344,4840247.576,6.47,"z2",40,1,1963,"bt3.",0.194679,10.5362,0.265452,0.398472,0.208588,0.0746242,0.0376957,0.0229002,0.0103212,0.00597313,"ds0."
7474963.316,4840385.576,6.48,"z2",43,1,1963,"bt3.",0.194502,10.5279,0.265183,0.39807,0.208444,0.0745786,0.0376733,0.0228861,0.0103148,0.00596928,"ds0."
7475620.72,4840165.404,6.48,"z2",62,1,1963,"bt3.",0.194502,10.5279,0.265183,0.39807,0.208444,0.0745786,0.0376733,0.0228861,0.0103148,0.00596928,"ds0."
7475575.2,4840175.38,6.49,"z2",68,1,1959,"bt3.",0.194326,10.5197,0.264914,0.39767,0.2083,0.0745331,0.037651,0.0228719,0.0103083,0.00596542,"ds0."
7475680.808,4840135.132,6.5,"z2",57,1,1962,"bt3.",0.19415,10.5114,0.264646,0.397269,0.208156,0.0744876,0.0376287,0.0228578,0.0103018,0.00596157,"ds0."
7475683.724,4840085.808,6.54,"z2",92,1,1960,"bt3.",0.193448,10.4784,0.263575,0.39567,0.207581,0.0743058,0.0375396,0.0228013,0.0102761,0.00594618,"ds0."
7475105.916,4840177.4,6.63,"z2",60,1,1963,"bt3.",0.191873,10.4043,0.261177,0.392089,0.206289,0.0738974,0.0373394,0.0226746,0.0102182,0.00591165,"ds0."
7474958.236,4840180.136,6.67,"z2",70,1,1962,"bt3.",0.191176,10.3715,0.260117,0.390505,0.205716,0.0737163,0.0372506,0.0226184,0.0101925,0.00589635,"ds0."
7475706.144,4839943.66,6.68,"z2",111,2,1960,"bt3.",0.191002,10.3633,0.259853,0.39011,0.205573,0.0736711,0.0372284,0.0226043,0.0101861,0.00589253,"ds0."
7475000.832,4840103.096,6.73,"z2",120,1,1962,"bt3.",0.190134,10.3225,0.258533,0.388139,0.204859,0.0734452,0.0371177,0.0225342,0.0101541,0.00587345,"ds0."
7474813.648,4840108.172,6.79,"z2",46,1,1962,"bt3.",0.189097,10.2736,0.256957,0.385784,0.204004,0.0731746,0.036985,0.0224503,0.0101158,0.00585061,"ds0."
7475205.244,4839955.264,6.8,"z6",48,1,1960,"bt3.",0.190846,10.0309,0.26076,0.393594,0.200895,0.0708881,0.035716,0.021569,0.00970093,0.00560737,"ds0."
7474789.656,4840096.064,6.81,"z2",56,1,1958,"bt3.",0.188752,10.2573,0.256433,0.385001,0.203719,0.0730845,0.0369408,0.0224223,0.0101031,0.00584301,"ds0."
7474824.86,4840082.612,6.81,"z2",64,1,1960,"bt3.",0.188752,10.2573,0.256433,0.385001,0.203719,0.0730845,0.0369408,0.0224223,0.0101031,0.00584301,"ds0."
7474804.904,4840080.148,6.82,"z2",56,1,1963,"bt3.",0.18858,10.2492,0.256172,0.38461,0.203577,0.0730395,0.0369188,0.0224084,0.0100967,0.00583921,"ds0."
7474858.716,4840051.224,6.83,"z2",44,1,1963,"bt3.",0.188407,10.2411,0.25591,0.38422,0.203435,0.0729945,0.0368967,0.0223944,0.0100903,0.00583542,"ds0."
7474723.068,4840051.784,6.88,"z2",80,1,1960,"bt3.",0.187549,10.2006,0.254607,0.382272,0.202726,0.0727698,0.0367865,0.0223247,0.0100585,0.00581647,"ds0."
7476160.2,4839627.24005,6.89,"z6",40,1,1962,"bt3.",0.189255,9.95858,0.258345,0.389951,0.199597,0.0704854,0.0355198,0.0214465,0.00964533,0.00557442,"ds0."
7475595.485,4839745.36995,6.9,"z2",56,1,1959,"bt3.",0.187206,10.1844,0.254087,0.381496,0.202442,0.07268,0.0367425,0.0222969,0.0100458,0.0058089,"ds0."
7475595.485,4839745.36995,6.9,"z2",72,1,1962,"bt3.",0.187206,10.1844,0.254087,0.381496,0.202442,0.07268,0.0367425,0.0222969,0.0100458,0.0058089,"ds0."
7475593.884,4839717.384,6.92,"z2",69,1,1962,"bt3.",0.186864,10.1683,0.253568,0.38072,0.202159,0.0725904,0.0366986,0.0222691,0.0100332,0.00580135,"ds0."
7475326.096,4839788.784,6.93,"z6",84,1,1960,"bt3.",0.188551,9.92658,0.257277,0.388342,0.199022,0.0703069,0.0354328,0.0213922,0.00962069,0.00555983,"ds0."
7475740.672,4839632.904,6.97,"z2",30,1,1960,"bt3.",0.186011,10.128,0.252275,0.378787,0.201453,0.0723665,0.0365888,0.0221997,0.0100015,0.00578248,"ds0."
7475679.684,4839652.188,6.97,"z2",100,1,1956,"bt3.",0.186011,10.128,0.252275,0.378787,0.201453,0.0723665,0.0365888,0.0221997,0.0100015,0.00578248,"ds0."
7475748.548,4839523.332,7.08,"z2",48,1,1962,"bt3.",0.184145,10.0398,0.24945,0.374564,0.199904,0.0718756,0.036348,0.0220476,0.00993212,0.00574117,"ds0."
7475208.64,4839489.2851,7.25,"z6",32,1,1959,"bt3.",0.182998,9.67355,0.248875,0.375664,0.194464,0.0688902,0.0347422,0.0209614,0.00942535,0.00544418,"ds0."
7475208.64,4839489.2851,7.25,"z6",47,1,1956,"bt3.",0.182998,9.67355,0.248875,0.375664,0.194464,0.0688902,0.0347422,0.0209614,0.00942535,0.00544418,"ds0."
7475635.964,4839257.804,7.36,"z2",121,1,1963,"bt3.",0.179467,9.81836,0.242384,0.363999,0.196002,0.0706369,0.0357405,0.0216642,0.0097573,0.00563713,"ds0."
7475723.408,4839182.412,7.41,"z2",44,1,1961,"bt3.",0.178643,9.77927,0.241142,0.362141,0.195312,0.0704175,0.0356329,0.0215963,0.00972637,0.00561873,"ds0."
7475597.4,4839206.46,7.42,"z2",52,1,1962,"bt3.",0.178478,9.77147,0.240894,0.36177,0.195174,0.0703737,0.0356114,0.0215827,0.00972019,0.00561505,"ds0."
7475686.416,4839111.112,7.49,"z2",64,1,1962,"bt3.",0.177331,9.71701,0.239167,0.359186,0.194211,0.0700675,0.0354612,0.0214881,0.00967705,0.00558941,"ds0."
7475698.072,4838848.564,7.74,"z2",48,1,1962,"bt3.",0.17329,9.52486,0.233094,0.350098,0.190805,0.0689834,0.0349294,0.0211531,0.00952446,0.00549873,"ds0."
7475708.16,4838818.968,7.77,"z2",90,1,1960,"bt3.",0.172811,9.50205,0.232375,0.349022,0.1904,0.0688543,0.034866,0.0211132,0.00950631,0.00548795,"ds0."
7475998.56,4838629.36485,7.9,"z6",65,1,1960,"bt3.",0.172168,9.17733,0.232583,0.351067,0.185462,0.0660822,0.0333729,0.0201094,0.00903933,0.00521605,"ds0."
7475217.72,4838799.79,7.91,"z7",46,1,1956,"bt3.",0.17177,9.21647,0.231729,0.349458,0.186027,0.0664952,0.0336005,0.0202636,0.00911108,0.00525731,"ds0."
7475217.72,4838799.79,7.91,"z7",60,1,1963,"bt3.",0.17177,9.21647,0.231729,0.349458,0.186027,0.0664952,0.0336005,0.0202636,0.00911108,0.00525731,"ds0."
7475597.9,4838563.4749,8.04,"z2",70,1,1958,"bt3.",0.168559,9.29922,0.226008,0.339489,0.186789,0.0677026,0.0343008,0.0207578,0.0093445,0.00539191,"ds0."
7475602.072,4843625,3.28,"z5",35,1,1950,"bt3.",0.26339,11.6292,0.382403,0.587602,0.232369,0.0748141,0.0370388,0.0221417,0.009925,0.00577293,"ds0."
7475456.256,4843362.784,3.58,"z6",80,1,1951,"bt3.",0.25094,12.7142,0.353817,0.533564,0.247964,0.0853295,0.0427434,0.025992,0.0117142,0.0068072,"ds0."
7475454.908,4843123.664,3.79,"z8",30,1,1954,"bt3.",0.244338,12.7524,0.342611,0.514092,0.246915,0.0863002,0.0433734,0.0264944,0.011962,0.00695657,"ds0."
7474700.756,4843529.216,3.9,"z8",32,1,1953,"bt3.",0.242371,12.663,0.339517,0.509485,0.245408,0.0858337,0.0431454,0.0263484,0.0118951,0.00691631,"ds0."
7478594.5,4842665.996,3.96,"z5",32,1,1950,"bt3.",0.249905,11.1187,0.361055,0.554441,0.222767,0.0721203,0.0357592,0.0213686,0.00957944,0.00557026,"ds0."
7475244.704,4843040.98,3.97,"z5",40,1,1948,"bt3.",0.249701,11.1109,0.360733,0.55394,0.222621,0.0720791,0.0357396,0.0213568,0.00957416,0.00556716,"ds0."
7478170.288,4842525.208,3.99,"z5",44,1,1954,"bt3.",0.249292,11.0954,0.360087,0.552937,0.222328,0.0719966,0.0357004,0.0213331,0.00956358,0.00556097,"ds0."
7477453.916,4842369.716,4.05,"z5",43,1,1955,"bt3.",0.248061,11.0486,0.358146,0.549922,0.221445,0.0717483,0.0355823,0.0212619,0.00953175,0.00554231,"ds0."
7477521.852,4842372.408,4.05,"z5",43,1,1950,"bt3.",0.248061,11.0486,0.358146,0.549922,0.221445,0.0717483,0.0355823,0.0212619,0.00953175,0.00554231,"ds0."
7475419.42,4842822.828,4.07,"z5",48,1,1948,"bt3.",0.24765,11.033,0.357498,0.548915,0.22115,0.0716652,0.0355429,0.0212381,0.0095211,0.00553607,"ds0."
7474640.216,4843353.268,4.08,"z6",40,1,1952,"bt3.",0.241792,12.3111,0.339434,0.511974,0.241021,0.0832177,0.041717,0.0253419,0.0114176,0.00662961,"ds0."
7477455.036,4842336.536,4.09,"z5",41,1,1950,"bt3.",0.247239,11.0173,0.356849,0.547907,0.220854,0.071582,0.0355033,0.0212142,0.00951043,0.00552982,"ds0."
7477719.388,4842348.416,4.09,"z5",85,1,1953,"bt3.",0.247239,11.0173,0.356849,0.547907,0.220854,0.071582,0.0355033,0.0212142,0.00951043,0.00552982,"ds0."
7474718.244,4843239.424,4.11,"z8",53,1,1948,"bt3.",0.23857,12.4901,0.333549,0.500597,0.242485,0.0849286,0.0427031,0.0260655,0.0117654,0.00683832,"ds0."
7476972.748,4842296.904,4.14,"z8",52,1,1946,"bt3.",0.238023,12.4652,0.332691,0.499318,0.242063,0.0847978,0.0426392,0.0260246,0.0117467,0.00682706,"ds0."
7476624.76,4842317.76,4.16,"z5",43,1,1950,"bt3.",0.245795,10.9624,0.354573,0.544372,0.219817,0.0712897,0.0353644,0.0211304,0.00947297,0.00550787,"ds0."
7476466.688,4842344.384,4.17,"z5",67,1,1953,"bt3.",0.245588,10.9545,0.354248,0.543866,0.219668,0.0712478,0.0353444,0.0211183,0.00946761,0.00550473,"ds0."
7474794.5,4843069.52015,4.2,"z5",74,1,1950,"bt3.",0.244967,10.9309,0.35327,0.542348,0.219221,0.071122,0.0352846,0.0210823,0.00945148,0.00549528,"ds0."
7476548.748,4842251.56,4.24,"z5",42,1,1950,"bt3.",0.244139,10.8993,0.351965,0.54032,0.218625,0.0709538,0.0352046,0.021034,0.00942993,0.00548265,"ds0."
7476122.964,4842347.296,4.25,"z5",99,1,1953,"bt3.",0.243931,10.8914,0.351638,0.539813,0.218475,0.0709117,0.0351846,0.0210219,0.00942453,0.00547949,"ds0."
7475563.096,4842544.04,4.26,"z5",31,1,1950,"bt3.",0.243724,10.8835,0.351312,0.539306,0.218326,0.0708695,0.0351646,0.0210098,0.00941913,0.00547632,"ds0."
7476118.632,4842325.692,4.27,"z5",48,1,1946,"bt3.",0.243516,10.8756,0.350985,0.538798,0.218176,0.0708273,0.0351445,0.0209977,0.00941372,0.00547316,"ds0."
7473792.025,4843973.71995,4.3,"z5",84,1,1950,"bt3.",0.242893,10.8518,0.350004,0.537275,0.217727,0.0707006,0.0350842,0.0209614,0.00939748,0.00546365,"ds0."
7475784.62,4842409.96,4.3,"z5",39,1,1950,"bt3.",0.242893,10.8518,0.350004,0.537275,0.217727,0.0707006,0.0350842,0.0209614,0.00939748,0.00546365,"ds0."
7475785,4842392.5001,4.31,"z5",100,1,1948,"bt3.",0.242685,10.8439,0.349677,0.536767,0.217577,0.0706583,0.0350641,0.0209493,0.00939207,0.00546047,"ds0."
7475175.42,4842647.68,4.34,"z5",38,1,1948,"bt3.",0.242061,10.8201,0.348695,0.535241,0.217126,0.0705313,0.0350037,0.0209128,0.00937579,0.00545094,"ds0."
7475283.496,4842564.78,4.36,"z5",42,1,1952,"bt3.",0.241644,10.8042,0.34804,0.534224,0.216826,0.0704465,0.0349634,0.0208885,0.00936492,0.00544457,"ds0."
7475308.608,4842552.448,4.36,"z5",39,1,1953,"bt3.",0.241644,10.8042,0.34804,0.534224,0.216826,0.0704465,0.0349634,0.0208885,0.00936492,0.00544457,"ds0."
7475595.1,4842392.964,4.38,"z5",50,1,1950,"bt3.",0.241227,10.7883,0.347385,0.533206,0.216525,0.0703615,0.034923,0.0208641,0.00935404,0.0054382,"ds0."
7476094.264,4842187.66,4.41,"z5",74,1,1947,"bt3.",0.240602,10.7644,0.346401,0.531678,0.216072,0.0702339,0.0348623,0.0208276,0.00933769,0.00542863,"ds0."
7475318.148,4842472.212,4.43,"z5",45,1,1955,"bt3.",0.240184,10.7484,0.345745,0.530659,0.215771,0.0701488,0.0348218,0.0208031,0.00932678,0.00542224,"ds0."
7475987.312,4842185.868,4.44,"z5",52,1,1947,"bt3.",0.239976,10.7405,0.345417,0.530149,0.21562,0.0701061,0.0348015,0.0207909,0.00932132,0.00541904,"ds0."
7475103.896,4842561.36,4.45,"z5",44,1,1948,"bt3.",0.239767,10.7325,0.345089,0.52964,0.215469,0.0700635,0.0347812,0.0207787,0.00931586,0.00541584,"ds0."
7475487.536,4842370.72,4.45,"z5",65,1,1953,"bt3.",0.239767,10.7325,0.345089,0.52964,0.215469,0.0700635,0.0347812,0.0207787,0.00931586,0.00541584,"ds0."
7476113.996,4842140.8,4.45,"z8",49,1,1946,"bt3.",0.232321,12.2052,0.323767,0.48602,0.237651,0.0834291,0.0419702,0.0255972,0.0115508,0.00670942,"ds0."
7475546.168,4842335.972,4.46,"z5",50,1,1955,"bt3.",0.239558,10.7245,0.344761,0.52913,0.215318,0.0700208,0.0347609,0.0207664,0.00931039,0.00541264,"ds0."
7475827.616,4842211.204,4.47,"z5",40,1,1952,"bt3.",0.239349,10.7165,0.344433,0.52862,0.215166,0.0699781,0.0347406,0.0207542,0.00930492,0.00540944,"ds0."
7476012.876,4842146.404,4.47,"z5",69,1,1946,"bt3.",0.239349,10.7165,0.344433,0.52862,0.215166,0.0699781,0.0347406,0.0207542,0.00930492,0.00540944,"ds0."
7476095.384,4842111.428,4.48,"z8",63,1,1947,"bt3.",0.231765,12.1798,0.322899,0.484726,0.23722,0.0832951,0.0419047,0.0255554,0.0115317,0.00669792,"ds0."
7475586.412,4842270.952,4.5,"z5",59,1,1950,"bt3.",0.238722,10.6926,0.343447,0.52709,0.214712,0.0698499,0.0346796,0.0207174,0.0092885,0.00539982,"ds0."
7476044.712,4842109.188,4.5,"z5",60,1,1947,"bt3.",0.238722,10.6926,0.343447,0.52709,0.214712,0.0698499,0.0346796,0.0207174,0.0092885,0.00539982,"ds0."
7475261.748,4842405.48,4.51,"z5",62,1,1950,"bt3.",0.238513,10.6846,0.343119,0.52658,0.214561,0.0698071,0.0346593,0.0207052,0.00928302,0.00539661,"ds0."
7475180.356,4842387.656,4.57,"z5",69,1,1954,"bt3.",0.237257,10.6365,0.341148,0.523518,0.213651,0.06955,0.0345369,0.0206314,0.00925008,0.00537733,"ds0."
7475751.228,4842108.668,4.59,"z5",74,1,1947,"bt3.",0.236838,10.6205,0.34049,0.522497,0.213347,0.0694641,0.0344961,0.0206068,0.00923909,0.00537089,"ds0."
7475103.032,4842319.56,4.66,"z5",56,1,1954,"bt3.",0.235371,10.5644,0.338189,0.518922,0.212282,0.0691629,0.0343528,0.0205204,0.00920052,0.00534832,"ds0."
